text,created_at,favourite_count,retweet_count,No_of photos
RT @hseas: Only 20 percent of pediatric cancer patients in lower- and middle-income countries will survive. Engineering students partnered…,Thu Jan 17 04:04:16 +0000 2019,0,26,None
RT @Cornell: Can virtual reality transform medicine? Psychologist JoAnn Difede @WeillCornell began using #VR with soldiers and survivors fr…,Thu Jan 17 04:03:55 +0000 2019,0,11,None
RT @kdnuggets: Explainable Artificial Intelligence https://t.co/rllNxnm73U https://t.co/mAYFPMJF8P,Sun Jan 13 16:45:48 +0000 2019,0,20,1
@abhinavdhall @RatnRajiv Emailed you.,Sun Jan 13 16:40:46 +0000 2019,0,0,None
"RT @kdnuggets: A comprehensive list of #MachineLearning Resources: Open Courses, Textbooks, #Tutorials, Cheat Sheets and more #KDN https://…",Sun Jan 13 16:03:25 +0000 2019,0,41,None
Call for Book Chapter- Springer- Deep learning based approaches for sentiment analysis. Contact for more details.… https://t.co/LgtvlSpETQ,Sun Jan 13 07:19:19 +0000 2019,6,1,None
RT @Stanford: The average woman is exposed to four medications during her pregnancy and over 80 percent of medications haven’t been studied…,Sat Jan 12 14:37:07 +0000 2019,0,48,None
@harvardmed @Harvard Another interesting direction to our previous work @MADAIguy @Leomi7,Thu Jan 10 08:51:20 +0000 2019,1,0,None
RT @harvardmed: A first-of-its-kind strategy aims to improve outcomes for kidney cancer patients who are at high risk of recurrence followi…,Thu Jan 10 08:50:35 +0000 2019,0,27,None
"RT @RatnRajiv: Fortunate to have appreciation from my former NUS professor, Dr. Terence Sim.
He also appreciated our @RealAAAI
2019 paper o…",Thu Jan 10 08:48:17 +0000 2019,0,3,None
RT @Harvard: The study provides potential future targets for drug development to treat osteoporosis https://t.co/YhfrOovdbO,Wed Jan 09 02:05:06 +0000 2019,0,9,None
"RT @UniofOxford: In the final episode of series one of our Futuremakers podcast series, hear from Professor Sir @Nigel_Shadbolt on where th…",Mon Jan 07 09:05:12 +0000 2019,0,16,None
"@ACMMM19: Call for Workshop Proposals 

Deadline: Friday 15 February 2019

https://t.co/vpdx97ucNP

#ACMMM19… https://t.co/tsZdIKtonM",Sun Jan 06 12:54:06 +0000 2019,1,0,None
"@ACMMM19: Call for Grand Challenge Proposals

Deadline: Tuesday 8 January 2019

Check more details at-… https://t.co/MHDI87AXTv",Sun Jan 06 04:29:25 +0000 2019,1,0,None
"Since 1993, ACM Multimedia has been bringing together researchers and practitioners from academia and industry to p… https://t.co/dgqhsabXtF",Sun Jan 06 04:09:54 +0000 2019,5,1,None
"@ACMMM19 is structured around four themes (alphabetical):

Engaging users with multimedia
Multimedia experience
Mul… https://t.co/WBVqNC0j90",Sun Jan 06 04:07:29 +0000 2019,1,0,None
"ACM Multimedia 2019: First Call for Papers/Call for Contributions
@ACMMM19 is the premier international conference… https://t.co/jYb2y1ri2x",Sun Jan 06 04:05:38 +0000 2019,4,2,None
RT @ACMMM19: Happy new year! 2019 started with a bang. Thanks to everyone working to help resolve the ACM webserver hack issues. Please wat…,Thu Jan 03 06:14:05 +0000 2019,0,2,None
"You may follow @midasIIITD updates through following:

Website: https://t.co/sPvbKhflKQ
Facebook:… https://t.co/n0lhKok55x",Tue Jan 01 17:21:49 +0000 2019,4,2,None
"Today, @midasIIITD completed one year at @IIITDelhi. In last one year, we have shown our strong presence in researc… https://t.co/UPFHOJOVne",Tue Jan 01 17:17:56 +0000 2019,14,5,None
RT @debanjanbhucs: Happy anniversary to @midasIIITD . It surely has been a productive year for us and hope to see some ground breaking work…,Tue Jan 01 16:14:24 +0000 2019,0,4,None
Two Research Assistant (RA) positions are still open. Contact us if you are eligible and interested to work on the… https://t.co/pWwA5lBwUk,Thu Dec 27 10:28:31 +0000 2018,2,1,None
Positions for two Research Assistants (RA) are still open at @midasIIITD. Interested candidates may send their CV a… https://t.co/YyIFinU41I,Thu Dec 27 09:59:06 +0000 2018,5,3,None
"RT @TCoolsIT: I wrote a blogpost on CoreNLP highlighting some of its functionality. If you want a quick dip before diving into the course,…",Thu Dec 27 02:33:58 +0000 2018,0,12,None
"@RatnRajiv delivered a research talk at the Central Research Laboratories of NEC Corporation, Japan. He discussed s… https://t.co/nQiLhO9zkD",Wed Dec 26 09:41:04 +0000 2018,14,2,None
@midasIIITD look forward to work together. https://t.co/nrpf32ODo2,Tue Dec 25 04:15:15 +0000 2018,1,0,None
"@the_dhumketu @punnibhai @Hitkul_, FYI. https://t.co/yZb9mdr6IB",Tue Dec 25 03:00:21 +0000 2018,2,1,None
RT @iiit_hyderabad: KCIS Distinguished Lecture by Andrew Zisserman on Learning from Sight and Sound. Three-time Marr Prize winner Zisserman…,Mon Dec 24 07:39:21 +0000 2018,0,11,None
"RT @StanfordAILab: Our latest blog post is out! 

Check it out for a recording and summary of highlights from the event ""AI and the Future…",Fri Dec 21 03:50:39 +0000 2018,0,32,None
"RT @medialab: In two new papers, @PratikShahPhD and collaborators present novel #AI and machine learning methods to improve diagnosis at th…",Thu Dec 20 18:05:35 +0000 2018,0,8,None
RT @RatnRajiv: Wonderful get together with our NII colleagues. Prior to that we had a wonderful talk with Prof Chua Tat-Seng from National…,Thu Dec 20 06:14:52 +0000 2018,0,3,None
@ACMMM19 is the premier international conference in the area of multimedia within the field of computer science. Mu… https://t.co/8lKiTK7FBY,Wed Dec 19 02:16:31 +0000 2018,2,3,None
Feel free to contact us if you have any query on @ACMMM19. We look forward to your submissions to ACM Multimedia co… https://t.co/616EFI1MVE,Tue Dec 18 14:42:27 +0000 2018,3,2,None
@NilayShri @RatnRajiv @ACMMM19 Looking forward to your paper to @ACMMM19.,Tue Dec 18 14:27:12 +0000 2018,3,0,None
"@midasIIITD head, Dr. @RatnRajiv appointed as one of the publicity co-chairs for @ACMMM19. ACM Multimedia is the pr… https://t.co/QIGDlmunLN",Tue Dec 18 14:15:32 +0000 2018,12,5,None
@ACMMM19 @the_dhumketu fill the volunteer form for reviewer.,Tue Dec 18 12:34:10 +0000 2018,1,0,None
RT @ACMMM19: New in 2019! Volunteer to serve as ACM Multimedia Area Chair or Reviewer. Please provide information on your qualifications in…,Tue Dec 18 12:33:42 +0000 2018,0,7,None
"RT @IIITDelhi: Congratulations! authors Yaman @the_dhumketu, @RatnRajiv, and team @midasIIITD for winning the best poster runner-up at 20th…",Tue Dec 18 04:38:35 +0000 2018,0,3,None
"Best wishes to @midasIIITD students @_himanshu0113, @Hitkul_, and Shivangi on starting their research internship at… https://t.co/tL35MUcQvR",Mon Dec 17 16:57:00 +0000 2018,14,4,None
"RT @MIT: Computer model could improve human-machine interaction, provide insight into how children learn language. https://t.co/ToQo6GTMcG…",Mon Dec 17 15:05:44 +0000 2018,0,20,None
"RT @kdnuggets: Great @Wired interview with Geoff #Hinton on #AI risks, explanation, Graphcore chips, brain vs neural nets, and why there wi…",Mon Dec 17 14:37:00 +0000 2018,0,20,None
RT @harvardmed: A defective metabolic pathway in aging immune cells may explain why the elderly commonly experience weakened immunity https…,Mon Dec 17 14:05:47 +0000 2018,0,167,None
RT @stanfordnlp: Thread on (neural) reasoning. 👇 https://t.co/kyJs5xztwA,Sun Dec 16 15:01:20 +0000 2018,0,10,None
"Congratulations! Yaman @the_dhumketu, Rohit, Salik, Yifang, Roger, @RatnRajiv for winning the best poster runner-up… https://t.co/7fAKUXLkgy",Wed Dec 12 03:56:19 +0000 2018,16,3,None
"Yaman @the_dhumketu presented our idea of reconstructing speech from silent videos based on lip movements in the ""B… https://t.co/nIDfysu8Ry",Sat Dec 01 15:24:51 +0000 2018,20,4,None
Several Research Assistant and Intern positions are available at @midasIIITD lab. Check https://t.co/tfdisnpfw1 for… https://t.co/zLvYxkt5Ht,Wed Nov 21 04:08:34 +0000 2018,11,10,None
RT @kdnuggets: Variational Autoencoders Explained – Towards Data Science https://t.co/g2HC2ne5DW https://t.co/CHkAMeYoNz,Tue Nov 20 09:05:09 +0000 2018,0,10,1
Positions for research assistants and interns are open at the @midasIIITD Lab. Check https://t.co/tfdisn7E7r for mo… https://t.co/u6sJW3IsbU,Mon Nov 19 10:23:49 +0000 2018,2,4,None
"Congratulations @Leomi7 Meghna, @punnibhai Puneet, @RatnRajiv, and Dr. Shree Gopal Sharma for getting your paper, E… https://t.co/Awighdq7cX",Mon Nov 05 19:33:31 +0000 2018,7,2,None
"Application for Ph.D. admission at @IIITDelhi is open now. 
Check more details at https://t.co/qZ21U9ugwg.
Deadline… https://t.co/h2skXkkblW",Fri Nov 02 04:31:26 +0000 2018,4,3,None
RT @NirantK: 1/n The Wonderful World of Fine Tuned Language Models. Thread👇,Fri Nov 02 04:08:47 +0000 2018,0,39,None
"RT @the_dhumketu: My 2 full papers and 2 student papers selected in @RealAAAI !!
@midasIIITD Rocks!! 
Thanks @RatnRajiv , @debanjanbhucs 
#…",Thu Nov 01 03:20:32 +0000 2018,0,2,None
"@the_dhumketu @sundarpichai @GoogleAI @Googleorg @RatnRajiv We will be very happy to contribute for the same. 
The… https://t.co/CC34zfYQJF",Wed Oct 31 04:49:32 +0000 2018,0,0,None
"Two @midasIIITD interns, @Leomi7 and Sahil Chopra, are attending EMNLP 2018 to present our papers. Best wishes to t… https://t.co/CMXKRFmPJn",Mon Oct 29 08:47:07 +0000 2018,9,4,None
Need Help Getting Started with Applied Machine Learning? All ML beginners should go through it first.… https://t.co/8NeSkhmLsZ,Sun Oct 28 03:25:51 +0000 2018,1,0,None
Two student papers got accepted at AAAI despite this year 70% more submissions and the number of accepted papers sa… https://t.co/COSL9QUlif,Sun Oct 28 02:48:34 +0000 2018,14,4,None
"Another #ACMMM18 paper titled, ""Learning and Fusing Multimodal Deep Features for Acoustic Scene Categorization"", is… https://t.co/9H9MPZ7Glb",Wed Oct 24 11:41:59 +0000 2018,4,0,None
"Our paper on ""Harnessing AI for Speech Reconstruction using Multi-view Silent Video Feed"" is online now at… https://t.co/ESpl6bMTjd",Wed Oct 24 11:39:32 +0000 2018,1,0,None
"RT @debanjanbhucs: One of our papers on ""Detection of Personal Intake of Medicine from Twitter"" published in IEEE Intelligent Systems Journ…",Mon Oct 22 03:54:29 +0000 2018,0,2,None
"Training Neural Nets on Larger Batches: Practical Tips for 1-GPU, Multi-GPU &amp; Distributed setups  
https://t.co/nAELMYGCie",Wed Oct 17 09:07:33 +0000 2018,4,0,None
"@smnh_azadi @goodfellow_ian FYI, @the_dhumketu",Wed Oct 17 07:10:25 +0000 2018,0,0,None
RT @smnh_azadi: Apply this simple rejection sampling technique to get rid of the bad samples generated by your GAN model. https://t.co/Mcfi…,Wed Oct 17 07:09:47 +0000 2018,0,45,None
@UniofOxford @turinginst Check @Leomi7 @punnibhai,Wed Oct 17 07:08:59 +0000 2018,0,0,None
"RT @soujanyaporia: We are making available a large multimodal multiparty dataset, manually annotated for emotion and sentiment. With D. Haz…",Wed Oct 17 07:07:43 +0000 2018,0,16,None
"Thank you, Dr. Debanjan Mahata @debanjanbhucs https://t.co/vXGHxkd2T3",Tue Oct 16 17:45:30 +0000 2018,0,0,None
"RT @mr2amc: Dear Colleagues, 

3 more days to go.
@mr2amc  Deadline extended until Oct 18 Please consider submitting your research contribu…",Tue Oct 16 03:44:19 +0000 2018,0,2,None
"RT @AKASH_2907: My internship experience @midasIIITD during summer 2018.
“Content-based Video Relevance Prediction” https://t.co/rqovlLUSI7",Mon Oct 15 11:09:59 +0000 2018,0,2,None
"@AKASH_2907 @AKASH_2907, it was great having you at @midasIIITD. 
We hope it was a great learning experience for yo… https://t.co/qmBsFC97Zi",Mon Oct 15 11:09:53 +0000 2018,0,0,None
The demo of our MyLipper system which got accepted to the 20th IEEE International Symposium on Multimedia 2018 conf… https://t.co/Rf536Vt4tu,Sat Oct 13 13:50:07 +0000 2018,5,2,None
"Congratulations Yaman @the_dhumketu, Rohit, Salik, and Dr. Shah @RatnRajiv on getting their paper titled, ""MyLipper… https://t.co/FqRk6YbAxc",Fri Oct 12 17:50:10 +0000 2018,5,1,None
"RT @mr2amc: Dear Colleagues,
@mr2amc Deadline extended until Oct 18, 2018.
Please consider submitting your research contribution to the 2nd…",Fri Oct 12 03:48:01 +0000 2018,0,2,None
"Congratulations Puneet Mathur @punnibhai , Meghna Ayyar @Leomi7, Dr. Rajiv Ratn Shah @RatnRajiv, and Dr. Shree Gopa… https://t.co/zDSQr2ljcB",Fri Oct 12 03:37:46 +0000 2018,10,3,None
"MTech and Ph.D. students of @IIITDelhi, if you are interested in pursuing 6 months research internship at National… https://t.co/bfuwwGhubE",Wed Oct 10 17:56:45 +0000 2018,7,1,None
"Thank you, @nvidia for your support. https://t.co/teGlvxhCKr",Tue Oct 09 17:25:48 +0000 2018,13,3,1
"RT @mr2amc: MR2AMC'18: Multimodal Representation, Retrieval, and Analysis of Multimedia Content in Social Media       
Deadline: October 7,…",Sat Oct 06 15:22:39 +0000 2018,0,1,None
"RT @OriolVinyalsML: Best GAN samples ever yet? Very impressive ICLR submission! BigGAN improves Inception Scores by &gt;100.

Paper: https://t…",Sun Sep 30 07:22:30 +0000 2018,0,575,None
"RT @radamihalcea: I compiled a list of top ten reasons to study Computer Science, and with the help of talented graphic designers, turned t…",Sun Sep 30 07:20:56 +0000 2018,0,47,None
"RT @RatnRajiv: Too many Turing awards, Field medals, Abel prizes, and Nevanlinna prizes in a frame. 😆
Thank you, @HLForum for providing a p…",Fri Sep 28 21:36:34 +0000 2018,0,1,None
"RT @RatnRajiv: Thank you, @HLForum for organizing a wonderful conference with laureate in computer science and mathematics. 
It could not b…",Fri Sep 28 21:17:16 +0000 2018,0,1,None
Congrats @midasIIITD student @Simcyy for getting selected to @Adobe Research for her summer internship in 2019.,Sat Sep 22 20:53:27 +0000 2018,4,1,None
"RT @mr2amc: MR2AMC'18: Multimodal Representation, Retrieval, and Analysis of Multimedia Content in Social Media
   
  Deadline: October 7,…",Wed Sep 12 09:48:48 +0000 2018,0,2,None
"RT @mr2amc: Please submit your research papers on multimedia, social media, and multimodal computing to @mr2amc 2018. More details can be f…",Mon Sep 10 17:46:41 +0000 2018,0,2,None
RT @debanjanbhucs: Summarizing some recent developments in word embeddings #nlp https://t.co/XykpLifuop,Mon Sep 10 05:37:01 +0000 2018,0,3,None
RT @debanjanbhucs: Excellent post for those working on word embeddings #NLP #MachineLearning  https://t.co/xENTzh7GrZ,Sun Sep 09 05:14:58 +0000 2018,0,2,None
"@sharmadrishti @IIITDelhi @emnlp2018 Thank you, @sharmadrishti @midasIIITD @midasIIITD @RatnRajiv",Thu Sep 06 09:59:01 +0000 2018,1,0,None
"RT @IIITDelhi: Congratulations team @midasIIITD
for getting 4 papers accepted to @emnlp2018 workshops.  1) Offensive Tweets Classification,…",Thu Sep 06 05:08:53 +0000 2018,0,4,None
"RT @kdnuggets: Auto-Keras, or How You can Create a #DeepLearning Model in 4 Lines of Code #KDN https://t.co/A1FgKE0ZKA",Wed Sep 05 18:05:33 +0000 2018,0,11,None
RT @jain49: Big Change: Diabetes patients are looking for diabetes management systems.  Manufacturers of continuous glucose monitoring devi…,Wed Sep 05 17:14:12 +0000 2018,0,1,None
RT @NipsConference: #NIPS2018 The main conference sold out in 11 minutes 38 seconds,Tue Sep 04 18:22:18 +0000 2018,0,688,None
"Paper titled, ""Exploring and Learning Suicidal Ideation Connotations on Social Media with Deep Learning"", got accep… https://t.co/3YD7Cmv7Tx",Tue Sep 04 16:19:56 +0000 2018,5,1,None
The fourth paper (and 3rd of @punnibhai) got accepted into @emnlp2018 workshops. Congratulations Team @midasIIITD… https://t.co/iHAaRdozXb,Tue Sep 04 16:16:37 +0000 2018,3,1,None
"RT @NAACLHLT: Calls for papers for #naacl2019 are up!
Research track: https://t.co/tvFJx6P3Zs",Tue Sep 04 15:54:18 +0000 2018,0,34,None
"RT @kdnuggets: Text Classification &amp; Embeddings Visualization Using LSTMs, CNNs, and Pre-trained Word Vectors https://t.co/ir0jssoMkh https…",Tue Sep 04 01:10:31 +0000 2018,0,28,None
"RT @mr2amc: @mr2amc challenge on ""Multimodal Sentiment Analysis Challenge"" is up now. You may visit the following link for more details:…",Mon Sep 03 13:14:52 +0000 2018,0,3,None
"RT @TheWebConf: Submitting to The Web Conference 2019 (WWW 2019) in San Francisco? Abstracts due Oct. 29, full papers Nov. 5! Full CFP: htt…",Sat Sep 01 17:25:56 +0000 2018,0,33,None
RT @kdnuggets: First Steps of Learning Deep Learning: Image Classification in Keras https://t.co/eroBz5EhS8 https://t.co/5CN1eQHbTP,Sat Sep 01 14:55:48 +0000 2018,0,25,1
"@debanjanbhucs @debanjanbhucs, thanks for sharing. 
@the_dhumketu this will be useful.",Sat Sep 01 03:09:52 +0000 2018,1,0,None
"RT @DaveRubal: GREAT 9-page reference in basic #datascience. Here: https://t.co/g3EHvtd65h

Covers basic concepts in probability, #statisti…",Sat Sep 01 03:07:55 +0000 2018,0,9,None
RT @ylecun: Nice blog post about FAIR's work on unsupervised language translation. https://t.co/DfJWizDHeA,Fri Aug 31 17:50:25 +0000 2018,0,21,None
If you are holding Junior Research Fellowship (JRF) in computer science and looking for Ph.D. at the @midasIIITD la… https://t.co/D1FhHK2TXt,Fri Aug 31 05:28:31 +0000 2018,3,3,None
RT @goodfellow_ian: https://t.co/46MisEZT5n Deep learning for predicting aftershocks of large earthquakes. Besides offering better predicti…,Fri Aug 31 03:23:10 +0000 2018,0,196,None
"@BloodDonorsIn Not everyone is aware of your handle and nor all can fill the form that you want people to fill. We,… https://t.co/cOCzXSROcq",Thu Aug 30 09:31:43 +0000 2018,0,1,None
@BloodDonorsIn you may call us at 01126907495 or email us at midas@iiitd.ac.in to discuss opportunities to help you… https://t.co/0HeixEdL6Q,Thu Aug 30 09:28:48 +0000 2018,0,0,None
RT @ylecun: Many European country should dramatically increase their R&amp;D investments. https://t.co/27htpbr9P0,Thu Aug 30 09:20:55 +0000 2018,0,468,None
RT @ponguru: Need Hindi-English Code-Mixed #POS Tagged data? Code: https://t.co/leACdMdOnG Data: https://t.co/qoj6p9tMQc from our recent #S…,Thu Aug 30 04:32:16 +0000 2018,0,2,None
RT @kdnuggets: NVIDIA Blog: Supervised Vs. Unsupervised Learning https://t.co/qLhByopdqT https://t.co/8aRgrEa3TX,Wed Aug 29 15:27:21 +0000 2018,0,5,1
"RT @DheerajSanghi: Delhi government nods construction of Phase-2 of DTU, IIIT-D https://t.co/OfBtFs9R3g",Wed Aug 29 08:25:05 +0000 2018,0,1,None
@medialab @TechXplore_com an interesting problem to pursue @the_dhumketu @RatnRajiv @mr2amc,Tue Aug 28 17:27:03 +0000 2018,1,0,None
RT @DheerajSanghi: Google data collection research via @DCNorg https://t.co/WOKPIhb5dK,Tue Aug 28 17:24:55 +0000 2018,0,1,None
"RT @assert_pub: ""Ubiquitous Event Mining to Enhance Personal Health"" is the #1 paper on Arxiv today in human-computer interaction. Congrats…",Tue Aug 28 14:17:19 +0000 2018,0,2,None
"Congratulations @midasIIITD PI, @RatnRajiv, on getting selected for the SAP Grant at the 6th Heidelberg Laureate Fo… https://t.co/0wbOEtn0N8",Tue Aug 28 13:56:15 +0000 2018,7,0,None
RT @jain49: Great to hear this.  #FoodComputing #FutureHealth https://t.co/qH1zns8MpG,Sun Aug 26 17:13:49 +0000 2018,0,1,None
"@ponguru @IIITDelhi @AhujaSheetu @DheerajSanghi Best wishes to all graduates of @IIITDelhi. 
@midasIIITD looks forw… https://t.co/Uj3bJv8Fh1",Sat Aug 25 05:05:20 +0000 2018,2,1,None
RT @kdnuggets: Understanding Deep Convolutional #NeuralNetworks with a practical use-case in Tensorflow and Keras #KDN https://t.co/Yiop03C…,Fri Aug 24 04:59:43 +0000 2018,0,32,None
"RT @hardmaru: Everybody Dance Now!
Exciting new work on conditional video synthesis from Berkeley.
https://t.co/kXGsZ8O4zA https://t.co/TuS…",Fri Aug 24 04:59:16 +0000 2018,0,8430,None
RT @YejinChoinka: We have a hot new dataset for 🔥NLI with commonsense🔥! --- 113k multiple choice questions adversarially constructed to mak…,Thu Aug 23 17:28:15 +0000 2018,0,77,None
"RT @radamihalcea: We are releasing a brand new dataset of fake news, covering several domains
https://t.co/aq5s3rV7ti

Read the paper here…",Thu Aug 23 15:56:47 +0000 2018,0,83,None
"""Did you offend me? Classification of Offensive Tweets in Hinglish Language.""

Many congratulations to @midasIIITD… https://t.co/YHwqMmF8HG",Thu Aug 23 14:48:45 +0000 2018,6,1,None
"Congratulations @midasIIITD interns, @punnibhai Puneet, @Leomi7 Meghna, Sahil Chopra, Simra Shahid, and Laiba Mehna… https://t.co/4WZe8TMp2P",Thu Aug 23 09:01:29 +0000 2018,7,2,None
https://t.co/GOyrocgXf4,Thu Aug 23 07:19:47 +0000 2018,8,1,1
TCS Foundation inaugurated Centre for Design and New Media at @IIITDelhi. @midasIIITD is proud to be the part of th… https://t.co/aNIurRQqm8,Thu Aug 23 07:17:40 +0000 2018,8,3,None
@RatnRajiv Another paper will help companies or people to find offensive tweets in Hinglish automatically. Our meth… https://t.co/b01NGnU6tS,Thu Aug 23 03:38:51 +0000 2018,2,1,None
"Congratulations all @midasIIITD interns for your great work. 
One of our accepted work will help patients to reach… https://t.co/w9mQgB2Lrq",Thu Aug 23 03:34:39 +0000 2018,4,2,None
"@Thom_Wolf @stanfordnlp @sivareddyg @hhexiy @yatskar @MohitIyyer @the_dhumketu @RatnRajiv 
A great scope to work on this dataset.",Thu Aug 23 03:31:55 +0000 2018,1,0,None
@danqi_chen @stanfordnlp FYI @the_dhumketu,Wed Aug 22 19:22:16 +0000 2018,1,0,None
RT @kdnuggets: Awesome #DeepLearning: Most Cited #DeepLearning Papers #KDN https://t.co/szGieAzboH,Wed Aug 22 16:11:43 +0000 2018,0,33,None
"RT @stanfordnlp: People usually get information from others in a multi-turn conversation. To approach this, we’ve released CoQA 🍃—A Convers…",Wed Aug 22 15:50:12 +0000 2018,0,233,None
Team @midasIIITD looking forward to with CDNM. https://t.co/h4roiaL1X6,Wed Aug 22 12:53:38 +0000 2018,4,1,None
"RT @VeredShwartz: After 3 years of blogging about NLP, with the goal of writing in simple words that non-experts can understand, I finally…",Wed Aug 22 05:35:37 +0000 2018,0,61,None
"RT @msisodia: With immense ambition &amp; hope, inaugurated the sprawling @IIITDelhi Phase 2 Campus with Hon'ble CM @ArvindKejriwal 

The total…",Wed Aug 22 04:56:37 +0000 2018,0,496,None
RT @goodfellow_ian: Video-to-video translation with conditional GANs https://t.co/DDmRSTkpri,Wed Aug 22 04:56:22 +0000 2018,0,87,None
"RT @kaggle: RT @afshinea 🔥Set of illustrated Machine Learning cheat sheets from Stanford's CS 229 class:
Deep Learning: https://t.co/BNQ7Fp…",Wed Aug 22 04:56:17 +0000 2018,0,554,None
"RT @jain49: Beginning to understand what we eat better. Next, controlling it through engineering. #FoodComputing https://t.co/PpMwnqFvak vi…",Mon Aug 20 05:41:16 +0000 2018,0,1,None
"Our paper titled, ""IceBreaker: Solving Cold Start Problem for Video
Recommendation Engines"", is now available on Ar… https://t.co/vv4eAFATn6",Mon Aug 20 04:32:09 +0000 2018,3,1,None
"RT @mr2amc: Call for papers: MR2AMC 2018, Taichung, Taiwan.

https://t.co/gBhtnsyUk3",Mon Aug 20 03:51:43 +0000 2018,0,1,None
"Our paper titled, ""Neural Machine Translation for English-Tamil"", is got accepted to the third Conference on Machin… https://t.co/44Oq7l8Lek",Sun Aug 19 09:19:12 +0000 2018,9,0,None
"RT @mr2amc: Team @midasIIITD, please spread CFP for @mr2amc 

#ISM #MR2AMC #IEEE #MIDAS https://t.co/D2ZJjYR8N4",Sat Aug 18 19:04:18 +0000 2018,0,3,1
"RT @mr2amc: Our paper submission system is ready on EasyChair for @mr2amc 

https://t.co/kMfbLOcz6x

You may submit your original contribut…",Sat Aug 18 17:19:21 +0000 2018,0,3,None
"RT @NurtureAI: How do you choose the hyperparameters of an NN model? While current methods revolve around trial and error, this becomes inf…",Sat Aug 18 03:55:34 +0000 2018,0,5,None
RT @kdnuggets: Diving Deep into Deepfakes https://t.co/gM5xM4pMkz https://t.co/o969Jpeuwr,Thu Aug 16 06:13:04 +0000 2018,0,12,1
"Congratulations @midasIIITD @IIITDelhi interns, Deepanshu, Meghna, and Ashutosh for getting their paper accepted to… https://t.co/WyswsIkPoh",Thu Aug 16 04:30:12 +0000 2018,7,3,None
"RT @jain49: This is magic. In fact, more than magic, real transformation. https://t.co/tQbbb8Ka36",Wed Aug 15 14:38:37 +0000 2018,0,1,None
RT @kdnuggets: The Best Metric to Measure Accuracy of Classification Models #KDN https://t.co/RBFTGnKr5M,Wed Aug 15 14:37:22 +0000 2018,0,6,None
RT @kdnuggets: KDnuggets 18:n31: Top 10 roles in #AI and #datascience; Github Data Science Spotlight: #Python tools for #MachineLearning ht…,Wed Aug 15 14:36:08 +0000 2018,0,6,None
RT @ponguru: Looking for ideas / projects in #privacy and #security in #socialnetwork? Here is a list of ideas that you can explore https:/…,Wed Aug 15 09:03:25 +0000 2018,0,4,None
"RT @coling2018: #COLING2018 proceedings are now in the ACL Anthology! https://t.co/75kJ0btl3M

#nlproc #linguistics Check out those multili…",Mon Aug 13 10:48:07 +0000 2018,0,28,None
"Very interesting! We at @midasIIITD, also doing some work on @DigitalHealth. Hope to present them in upcoming confe… https://t.co/WRBWaYRCup",Sun Aug 12 15:07:30 +0000 2018,3,1,None
"RT @kdnuggets: GitHub Python Data Science Spotlight: AutoML, NLP, Visualization, ML Workflows https://t.co/83nUhUzxF6 https://t.co/213EnP8x…",Sun Aug 12 14:19:37 +0000 2018,0,45,None
"RT @mr2amc: @mr2amc will be organized by Prof @RatnRajiv and A V Subramanyam (@IIITDelhi ), Prof Roger Zimmermann and Yifang Yin (@NUSCompu…",Sun Aug 12 13:11:04 +0000 2018,0,2,None
"RT @mr2amc: Our workshop proposal on Multimodal Representation, Retrieval, and Analysis of Multimedia Content in Social Media (MR2AMC) http…",Sun Aug 12 09:07:16 +0000 2018,0,2,None
NLP's ImageNet moment has arrived » https://t.co/miZDIXKpq5 #natural language processing #nlp #transfer learning,Sun Aug 12 04:29:38 +0000 2018,2,0,None
@soujanyaporia @nlp Congrats Dr. @soujanyaporia,Sat Aug 11 08:48:40 +0000 2018,1,0,None
RT @kdnuggets: Ultimate Guide to Getting Started with Tensorflow https://t.co/tWpYBsmbG5 https://t.co/jXi4GK97mX,Thu Aug 09 10:17:53 +0000 2018,0,111,1
RT @TensorFlow: TensorFlow 1.10.0 has been released! Please see the full release notes for details on added features and changes ↓ https://…,Thu Aug 09 05:59:57 +0000 2018,0,265,None
@midasIIITD is looking for motivated IIITD MTech students who have an interest in research and deep learning techni… https://t.co/jxUuuTNO8A,Wed Aug 08 11:30:56 +0000 2018,2,1,None
@IIITDelhi @ponguru @RatnRajiv The results of @midasIIITD are as follows https://t.co/I8bOPaJSQv,Wed Aug 08 05:53:48 +0000 2018,3,1,1
"RT @IIITDelhi: @midasIIITD has secured rank 1 in the IRMiDis challenge of the 10th FIRE 2018 conference. Congratulations MIDAS interns, Sak…",Wed Aug 08 05:45:58 +0000 2018,0,1,None
RT @kdnuggets: Comparison of Top 6 Python NLP Libraries https://t.co/3ubomIUh4N https://t.co/KgP6R9mZsD,Tue Aug 07 07:16:33 +0000 2018,0,40,1
Check more details of the 20th IEEE International Symposium on Multimedia (ISM) conference at… https://t.co/6NL6nhWrXI,Tue Aug 07 02:05:12 +0000 2018,1,1,None
"MR2AMC@ISM 2018 will be organized by @RatnRajiv (@midasIIITD), @debanjanbhucs (@TechAtBloomberg), Yifang Yin (… https://t.co/6gXWHEG0TC",Tue Aug 07 01:58:49 +0000 2018,1,1,None
"Our workshop proposal named, ""MR2AMC: Multimodal Representation,
Retrieval, and Analysis of Multimedia Content in S… https://t.co/NdY84xlAiJ",Tue Aug 07 01:50:33 +0000 2018,1,1,None
